0.029	-0.006
0.029	-0.003
0.029	-0.003
0.028	-0.002
0.028	-0.003
0.024	-0.004
0.023	-0.007
0.02	-0.008
0.016	-0.009
0.014	-0.01
0.01	-0.011
0.008	-0.014
0.004	-0.015
0.001	-0.016
-0.001	-0.013
-0.004	-0.011
-0.006	-0.01
-0.007	-0.009
-0.009	-0.008
-0.011	-0.009
-0.012	-0.009
-0.014	-0.01
-0.015	-0.011
-0.016	-0.012
-0.017	-0.014
-0.019	-0.015
-0.019	-0.014
-0.02	-0.014
-0.021	-0.016
-0.022	-0.014
-0.02	-0.015
-0.019	-0.014
-0.019	-0.015
-0.02	-0.016
-0.021	-0.019
-0.023	-0.02
-0.024	-0.021
-0.024	-0.021
-0.026	-0.021
-0.025	-0.021
-0.024	-0.022
-0.026	-0.021
-0.026	-0.022
-0.028	-0.022
-0.028	-0.021
-0.028	-0.02
-0.027	-0.021
-0.027	-0.022
-0.028	-0.022
-0.028	-0.021
-0.028	-0.02
-0.027	-0.019
-0.028	-0.018
-0.028	-0.017
-0.028	-0.017
-0.027	-0.018
-0.027	-0.018
-0.026	-0.018
-0.026	-0.019
-0.025	-0.021
-0.025	-0.021
-0.024	-0.023
-0.023	-0.022
-0.023	-0.022
-0.021	-0.019
-0.019	-0.016
-0.018	-0.016
-0.019	-0.016
-0.018	-0.017
-0.02	-0.017
-0.02	-0.017
-0.021	-0.017
-0.022	-0.018
-0.024	-0.018
-0.024	-0.017
-0.024	-0.017
-0.024	-0.018
-0.025	-0.019
-0.027	-0.019
-0.028	-0.019
-0.029	-0.019
-0.029	-0.02
-0.031	-0.02
-0.032	-0.02
-0.032	-0.021
-0.033	-0.02
-0.032	-0.02
-0.032	-0.018
-0.03	-0.018
-0.03	-0.016
-0.028	-0.016
-0.029	-0.013
-0.028	-0.013
-0.027	-0.012
-0.027	-0.009
-0.026	-0.008
-0.025	-0.005
-0.024	-0.005
-0.025	-0.003
-0.025	-0.004
-0.027	-0.004
-0.027	-0.006
-0.028	-0.005
-0.028	-0.005
-0.027	-0.004
-0.026	-0.003
-0.025	-0.002
-0.026	0.001
-0.025	0.003
-0.025	0.005
-0.025	0.005
-0.026	0.005
-0.025	0.004
-0.024	0.004
-0.024	0.002
-0.023	0.0
-0.022	-0.002
-0.02	-0.008
-0.02	-0.012
-0.019	-0.015
-0.018	-0.018
-0.016	-0.023
-0.015	-0.024
-0.013	-0.025
-0.011	-0.026
-0.009	-0.027
-0.007	-0.029
-0.005	-0.034
-0.004	-0.036
-0.003	-0.04
-0.003	-0.044
-0.004	-0.047
-0.003	-0.049
-0.004	-0.05
-0.002	-0.051
-0.002	-0.052
-0.004	-0.052
-0.004	-0.053
-0.004	-0.053
-0.005	-0.055
-0.008	-0.056
-0.009	-0.057
-0.01	-0.058
-0.011	-0.061
-0.013	-0.064
-0.014	-0.067
-0.016	-0.07
-0.017	-0.07
-0.017	-0.07
-0.017	-0.07
-0.016	-0.072
-0.017	-0.074
-0.02	-0.077
-0.024	-0.08
-0.027	-0.081
-0.03	-0.083
-0.033	-0.085
-0.036	-0.085
-0.037	-0.084
-0.037	-0.08
-0.037	-0.076
-0.036	-0.072
-0.037	-0.068
-0.035	-0.066
-0.037	-0.063
-0.037	-0.061
-0.039	-0.057
-0.04	-0.055
-0.043	-0.05
-0.044	-0.047
-0.045	-0.044
-0.047	-0.042
-0.048	-0.042
-0.051	-0.041
-0.054	-0.041
-0.056	-0.039
-0.057	-0.039
-0.061	-0.04
-0.062	-0.041
-0.064	-0.042
-0.067	-0.043
-0.069	-0.045
-0.072	-0.047
-0.075	-0.049
-0.077	-0.052
-0.08	-0.053
-0.081	-0.055
-0.084	-0.063
-0.084	-0.058
-0.09	-0.057
-0.091	-0.057
-0.094	-0.055
-0.096	-0.053
-0.096	-0.053
-0.097	-0.053
-0.098	-0.053
-0.099	-0.052
-0.099	-0.052
-0.1	-0.054
-0.101	-0.053
-0.1	-0.054
-0.101	-0.053
-0.1	-0.054
-0.1	-0.052
-0.098	-0.051
-0.099	-0.051
-0.098	-0.053
-0.097	-0.052
-0.096	-0.053
-0.096	-0.054
-0.096	-0.053
-0.093	-0.054
-0.091	-0.055
-0.089	-0.054
-0.086	-0.053
-0.082	-0.052
-0.08	-0.049
-0.078	-0.048
-0.076	-0.047
-0.075	-0.046
-0.073	-0.046
-0.075	-0.046
-0.076	-0.044
-0.08	-0.043
-0.087	-0.042
-0.098	-0.041
-0.112	-0.041
-0.129	-0.037
-0.15	-0.033
-0.171	-0.03
-0.194	-0.025
-0.213	-0.019
-0.23	-0.012
-0.243	-0.008
-0.255	-0.001
-0.262	0.005
-0.269	0.01
-0.271	0.015
-0.269	0.021
-0.26	0.027
-0.245	0.035
-0.221	0.043
-0.186	0.048
-0.142	0.051
-0.089	0.048
-0.025	0.042
0.048	0.029
0.124	0.017
0.203	0.004
0.288	-0.011
0.374	-0.03
0.464	-0.056
0.549	-0.087
0.63	-0.124
0.702	-0.162
0.773	-0.195
0.843	-0.219
0.911	-0.237
0.972	-0.243
1.024	-0.245
1.065	-0.236
1.093	-0.219
1.111	-0.199
1.113	-0.177
1.106	-0.156
1.085	-0.136
1.052	-0.123
1.009	-0.114
0.958	-0.113
0.902	-0.116
0.838	-0.121
0.768	-0.128
0.698	-0.137
0.626	-0.147
0.556	-0.158
0.487	-0.165
0.419	-0.173
0.351	-0.18
0.285	-0.189
0.219	-0.198
0.155	-0.209
0.094	-0.219
0.036	-0.228
-0.021	-0.235
-0.074	-0.241
-0.124	-0.242
-0.17	-0.241
-0.214	-0.234
-0.254	-0.226
-0.294	-0.21
-0.327	-0.192
-0.358	-0.171
-0.384	-0.149
-0.407	-0.127
-0.428	-0.108
-0.445	-0.089
-0.461	-0.071
-0.474	-0.056
-0.486	-0.041
-0.495	-0.027
-0.503	-0.013
-0.507	-0.002
-0.512	0.009
-0.514	0.018
-0.516	0.026
-0.516	0.034
-0.515	0.041
-0.515	0.048
-0.512	0.054
-0.511	0.056
-0.508	0.061
-0.505	0.066
-0.502	0.071
-0.498	0.074
-0.493	0.076
-0.49	0.08
-0.485	0.083
-0.479	0.084
-0.474	0.087
-0.468	0.087
-0.463	0.088
-0.457	0.086
-0.453	0.084
-0.447	0.082
-0.441	0.079
-0.433	0.076
-0.427	0.074
-0.42	0.073
-0.412	0.073
-0.406	0.076
-0.398	0.079
-0.391	0.083
-0.384	0.083
-0.377	0.083
-0.373	0.083
-0.368	0.084
-0.361	0.083
-0.356	0.082
-0.351	0.08
-0.345	0.078
-0.34	0.076
-0.334	0.075
-0.327	0.074
-0.32	0.07
-0.315	0.069
-0.309	0.067
-0.303	0.066
-0.297	0.064
-0.292	0.063
-0.285	0.063
-0.279	0.064
-0.272	0.063
-0.267	0.061
-0.261	0.059
-0.257	0.056
-0.252	0.056
-0.246	0.054
-0.241	0.054
-0.235	0.054
-0.228	0.054
-0.222	0.055
-0.216	0.056
-0.209	0.055
-0.204	0.055
-0.199	0.054
-0.194	0.053
-0.189	0.049
-0.185	0.046
-0.181	0.043
-0.176	0.038
-0.172	0.033
-0.169	0.028
-0.165	0.021
-0.163	0.016
-0.158	0.013
-0.153	0.011
-0.148	0.01
-0.142	0.01
-0.136	0.007
-0.133	0.008
-0.128	0.006
-0.124	0.006
-0.12	0.003
-0.117	0.001
-0.115	-0.001
-0.114	-0.003
-0.112	-0.005
-0.11	-0.005
-0.107	-0.005
-0.101	-0.006
-0.103	-0.006
-0.099	-0.007
-0.096	-0.008
-0.093	-0.008
-0.088	-0.01
-0.085	-0.011
-0.081	-0.014
-0.079	-0.015
-0.076	-0.015
-0.072	-0.016
-0.069	-0.015
-0.065	-0.015
-0.062	-0.014
-0.059	-0.013
-0.055	-0.013
-0.053	-0.013
-0.049	-0.015
-0.046	-0.015
-0.044	-0.017
-0.041	-0.019
-0.038	-0.021
-0.035	-0.023
-0.033	-0.024
-0.031	-0.026
-0.03	-0.026
-0.027	-0.028
-0.027	-0.029
-0.024	-0.03
-0.022	-0.032
-0.02	-0.034
-0.018	-0.035
-0.016	-0.035
-0.013	-0.036
-0.012	-0.035
-0.009	-0.035
-0.007	-0.035
-0.005	-0.034
-0.003	-0.035
-0.002	-0.035
-0.001	-0.037
-0.001	-0.037
0.001	-0.04
0.003	-0.041
0.005	-0.042
0.006	-0.042
0.01	-0.043
0.011	-0.044
0.015	-0.046
0.017	-0.046
0.02	-0.048
0.021	-0.049
0.022	-0.048
0.024	-0.048
0.025	-0.048
